phase,source_url,destination_url,anchor_text,link_context,destination_status,source_depth,destination_depth
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/about/,About,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/hue-js/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/hue-js/,? hue.js,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/hue-js/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/set-featured-images-programatically-wordpress/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/set-featured-images-programatically-wordpress/,Set Featured Images Programmatically in WordPress,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/set-featured-images-programatically-wordpress/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/two-years-building-wp-dispensary/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/two-years-building-wp-dispensary/,WP Dispensary: 2 years after the launch,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/two-years-building-wp-dispensary/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/woocommerce-dispensary-details-plugin/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/woocommerce-dispensary-details-plugin/,Dispensary Details for WooCommerce,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/woocommerce-dispensary-details-plugin/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/7-days-full-time-wp-dispensary/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/7-days-full-time-wp-dispensary/,7 days full time at WP Dispensary,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/7-days-full-time-wp-dispensary/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/going-all-in-with-wp-dispensary/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/going-all-in-with-wp-dispensary/,Going all in with WP Dispensary,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/going-all-in-with-wp-dispensary/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,Enhance the power of your WordPress Custom Post Types,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,My Brothers Keeper,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,DocuPress: documentation simplified.,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/dispensary-wordpress-plugins-2017/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/dispensary-wordpress-plugins-2017/,Top Dispensary WordPress Plugins,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/dispensary-wordpress-plugins-2017/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/hello-2017/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/hello-2017/,Hello 2017,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/hello-2017/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/organized-chaos/,[non-text link],section,200,3,4
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/organized-chaos/,Organized Chaos,section,200,3,4
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/organized-chaos/,Read Article,section,200,3,4
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/blog/page/9/,Previous,navigation,200,3,4
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/blog/,1,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/blog/page/8/,8,navigation,200,3,4
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/blog/page/9/,9,navigation,200,3,4
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/blog/page/11/,11,navigation,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/blog/page/12/,12,navigation,200,3,2
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/blog/page/11/,Next,navigation,200,3,3
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,3,unknown
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/llms.txt,LLMs,navigation,200,3,unknown
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,3,unknown
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/,RD:// Robert DeVore,header,200,3,0
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/about/,About,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/about/,About,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/relentless/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/relentless/,Relentless,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/relentless/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,Chapters for Authors,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/twitter-marketing/,[non-text link],section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/twitter-marketing/,Twitter Marketing,section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/twitter-marketing/,Read Article,section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/invest-in-yourself/,[non-text link],section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/invest-in-yourself/,Invest in Yourself,section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/invest-in-yourself/,Read Article,section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/cannabiz/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/cannabiz/,CannaBiz,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/cannabiz/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/devio-digital/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/devio-digital/,Devio Digital,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/devio-digital/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/cannabis-health-benefits/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/cannabis-health-benefits/,Health Benefits of Cannabis,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/cannabis-health-benefits/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/my-development-projects/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/my-development-projects/,Recent project updates,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/my-development-projects/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/making-up-for-lost-time/,[non-text link],section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/making-up-for-lost-time/,Making up for lost time,section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/making-up-for-lost-time/,Read Article,section,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/slackedd/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/slackedd/,Slackedd,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/slackedd/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/patience/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/patience/,Patience,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/patience/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/wp-dispensary/,[non-text link],section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/wp-dispensary/,WP Dispensary,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/wp-dispensary/,Read Article,section,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/blog/page/10/,Previous,navigation,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/blog/,1,navigation,200,3,1
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/blog/page/9/,9,navigation,200,3,4
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/blog/page/10/,10,navigation,200,3,3
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/blog/page/12/,12,navigation,200,3,2
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/blog/page/12/,Next,navigation,200,3,2
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,3,unknown
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/llms.txt,LLMs,navigation,200,3,unknown
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,3,unknown
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/,RD:// Robert DeVore,header,200,2,0
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/blog/,Writing,navigation,200,2,1
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/projects/,Projects,navigation,200,2,1
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/about/,About,navigation,200,2,1
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/contact/,Contact,navigation,200,2,1
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/blog/,Writing,navigation,200,2,1
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/projects/,Projects,navigation,200,2,1
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/about/,About,navigation,200,2,1
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/contact/,Contact,navigation,200,2,1
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/leafly-reviews-wordpress-plugin/,[non-text link],section,200,2,3
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/leafly-reviews-wordpress-plugin/,Leafly Reviews,section,200,2,3
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/leafly-reviews-wordpress-plugin/,Read Article,section,200,2,3
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/focus/,[non-text link],section,200,2,3
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/focus/,Focus,section,200,2,3
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/focus/,Read Article,section,200,2,3
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,[non-text link],section,200,2,3
